"","n","hypothesis","normality","p","mean","BF","Shapiro"
"38",40,"H0",TRUE,0.849474712283565,0.28296438172232,0.173534839041061,0.665443302699134
"39",150,"H0",TRUE,0.919887348583115,-0.0771226958724182,0.0914036193462875,0.777007754659342
"40",15,"H0",FALSE,0.268318911610954,-2.75908108108388,0.461050247493916,0.227505087733578
"41",40,"H0",FALSE,0.411801158829853,1.42021488795913,0.235259081247879,0.000839477118769643
"42",150,"H0",FALSE,0.726778364781061,-0.287404858536701,0.0965848416956263,2.12518270562601e-07
"43",15,"Ha",TRUE,0.430008888792342,2.05087592853521,0.349418546158426,0.997656504975044
"44",40,"Ha",TRUE,0.0406607361951041,3.62809549266888,1.2636660241,0.631677239094331
"45",150,"Ha",TRUE,9.23840248483284e-07,4.36999323229134,13044.110191267,0.00728140389595303
"46",15,"Ha",FALSE,0.0341041844875836,6.59773896729111,2.07151872578242,0.0123538182522489
"47",40,"Ha",FALSE,0.215726167392081,1.86006807638463,0.354572099862992,0.0390471124193494
"48",150,"Ha",FALSE,1.66885233507745e-06,4.17570432418089,7438.61245821292,7.28928154876137e-08
"49",15,"H0",TRUE,0.735760604874018,-0.944064764292241,0.276467158611,0.305587954996998
"50",40,"H0",TRUE,0.816392620685506,-0.336175654860888,0.175022684141255,0.148532628257926
"51",150,"H0",TRUE,0.214355967977847,-0.983531219405815,0.19432633577075,0.0738305014806223
"52",15,"H0",FALSE,0.798410658388661,-0.711135705045297,0.270345640541763,0.0331355774590158
"53",40,"H0",FALSE,0.459974936865403,-1.03905728075496,0.221352003383888,0.0844281457614508
"54",150,"H0",FALSE,0.905365537860572,-0.102974457837144,0.0915846578816419,1.13428394896664e-07
"55",15,"Ha",TRUE,0.888765559744103,0.309244846377192,0.264723281200939,0.440151909154519
"56",40,"Ha",TRUE,0.000466137631553199,4.24824357993082,60.4242508878644,0.567981947951662
"57",150,"Ha",TRUE,9.69413208094712e-06,4.05099996232454,1408.27797060843,0.446428007988608
"58",15,"Ha",FALSE,0.304633795248335,2.62270534029597,0.426062313940365,0.247386123992572
"59",40,"Ha",FALSE,0.00574034794767578,4.27761284624701,6.57143468841894,0.000775084374807059
"60",150,"Ha",FALSE,2.42982898791744e-08,4.75639905520888,421122.214314053,5.97497625200627e-09
"61",15,"H0",TRUE,0.493489732513629,-1.9929035020337,0.325531386617453,0.440166134480351
"62",40,"H0",TRUE,0.98147333388403,-0.0388180019065207,0.170621615167749,0.0832712267678459
"63",150,"H0",TRUE,0.678321346647094,-0.346721791245415,0.0989889662934207,0.0671131206532473
"64",15,"H0",FALSE,0.510246476554477,-2.05795529333745,0.320279510613589,0.0320686237980234
"65",40,"H0",FALSE,0.466387079800841,-1.27761559370535,0.219727305287486,0.00208540522469231
"66",150,"H0",FALSE,0.763012390836087,0.238128530659877,0.0951136767311567,9.41393655314656e-09
"67",15,"Ha",TRUE,0.271111529424415,2.93512735114962,0.458046269839725,0.648204985596573
"68",40,"Ha",TRUE,0.0018373304341225,4.78544636265523,17.8016116990005,0.232395763971133
"69",150,"Ha",TRUE,1.38290737777977e-05,3.28513659194748,1007.73622149161,0.710233724657884
"70",15,"Ha",FALSE,0.225890259087232,2.89599163352741,0.515173866248189,0.14593645172304
"71",40,"Ha",FALSE,0.0595504658153539,2.86868386758922,0.930172454819735,0.000442952927554659
"72",150,"Ha",FALSE,2.01259974630436e-06,4.28023673912051,6227.76955361861,8.35273133352187e-06
"73",15,"H0",TRUE,0.0857585096782999,4.72857551099978,1.0206626725198,0.465467546623905
"74",40,"H0",TRUE,0.51387885719714,-1.02126293549642,0.209049533313173,0.134353449470229
"75",150,"H0",TRUE,0.858660347521736,-0.132852637621352,0.0923808228043986,0.333483700755371
"76",15,"H0",FALSE,0.219775814472311,-2.49473370122436,0.524569958917958,0.0315593313873909
"77",40,"H0",FALSE,0.547399331558008,1.04599297666548,0.202744263475072,0.000131974006166435
"78",150,"H0",FALSE,0.705404466678436,-0.325058996120735,0.0975801286028904,3.93955246589181e-07
"79",15,"Ha",TRUE,0.778567890113458,0.882173745751471,0.272072196535858,0.843251023556787
"80",40,"Ha",TRUE,0.0355031733506388,3.75159753084978,1.41123559453363,0.886466370783377
"81",150,"Ha",TRUE,6.19512640891206e-09,4.65126063054005,1563964.08872209,0.614912891521519
"82",15,"Ha",FALSE,0.580333519950746,1.38963189556344,0.301978581584365,0.761771932532828
"83",40,"Ha",FALSE,0.00320622371337108,5.35508930446032,10.9106245133325,0.00693664203927478
"84",150,"Ha",FALSE,3.11540500205156e-11,5.18289383006846,258131495.769038,1.85437176365862e-09
"85",15,"H0",TRUE,0.0167501562672608,-7.16419449007071,3.6563479775,0.578558166462328
"86",40,"H0",TRUE,0.115071128847641,2.12791728135305,0.558468039106958,0.370221705382396
"87",150,"H0",TRUE,0.511325903605614,-0.528339008894662,0.112472373001505,0.11211930792253
"88",15,"H0",FALSE,0.909895582343386,0.350979612350622,0.26390163160885,0.14640543227503
"89",40,"H0",FALSE,0.153560636735297,-2.62247250775675,0.451108052548288,0.207597476493015
"90",150,"H0",FALSE,0.350947811169905,-0.755396669789309,0.1395925829435,2.66938356945341e-09
"91",15,"Ha",TRUE,0.0702803093303242,5.62626221190137,1.18494555912074,0.0149363474148398
"92",40,"Ha",TRUE,0.0707837437224493,2.97779291370531,0.811570269520952,0.476350700954663
"93",150,"Ha",TRUE,8.55481753175424e-13,5.86856865295716,8426037538.0527,0.811415187781138
"94",15,"Ha",FALSE,0.170739503291357,4.1477436670538,0.622104971866802,0.220653493428371
"95",40,"Ha",FALSE,0.0891751119932134,3.31572584406582,0.678136338293249,0.104503502174798
"96",150,"Ha",FALSE,1.03313668263749e-08,5.01902559171666,956819.648633783,4.86216278739383e-06
"97",15,"H0",TRUE,0.904819207330361,0.339753554460432,0.264082751556563,0.824342624570591
"98",40,"H0",TRUE,0.0485350614604354,-3.06684698387312,1.09530271126339,0.18484476016272
"99",150,"H0",TRUE,0.185862459192317,-1.03291023658845,0.21532594895376,0.0901884778205406
"100",15,"H0",FALSE,0.732530783078894,0.445450009524482,0.276837980051264,0.0274509774196849
"101",40,"H0",FALSE,0.724247266020465,-0.511701420953474,0.181015161090722,0.00092431365910672
"102",150,"H0",FALSE,0.400150143176435,0.718159170246991,0.12887934447057,4.8244485925266e-05
"103",15,"Ha",TRUE,0.351665341733085,2.68422822238345,0.391050489835121,0.316839258863387
"104",40,"Ha",TRUE,0.0136471391100762,3.33657820538759,3.12946268688559,0.336653152994679
"105",150,"Ha",TRUE,2.33811843361667e-09,4.58813213710887,3993058.71434853,0.292615581446436
"106",15,"Ha",FALSE,0.131874381067406,4.47863849401586,0.745721615972884,0.350201124672572
"107",40,"Ha",FALSE,0.00318139893503571,4.44105630557333,10.9851075923892,0.000182805427412532
"108",150,"Ha",FALSE,1.75078953869741e-05,3.28845516089124,807.181033146131,7.72381066413119e-07
"109",15,"H0",TRUE,0.815418000369467,0.660157776079207,0.269013255119743,0.983720764722594
"110",40,"H0",TRUE,0.371920752226246,1.49792005152914,0.249564755441074,0.269798970685838
"111",150,"H0",TRUE,0.724562259207183,0.314126474865693,0.0966834795191359,0.514912797300853
"112",15,"H0",FALSE,0.914439797107524,-0.333101330347891,0.263748155352129,0.0120098743686106
"113",40,"H0",FALSE,0.35339870133051,1.53280806806883,0.257306061239262,0.0143839504953666
"114",150,"H0",FALSE,0.229322801426159,1.00292438519855,0.185288339634394,1.0676078478165e-07
"115",15,"Ha",TRUE,0.00108102135785194,4.65674821236099,36.207047749667,0.575611260297712
"116",40,"Ha",TRUE,0.0321659512289934,3.61620703820337,1.53004422896194,0.572111068459354
"117",150,"Ha",TRUE,2.18414714056963e-08,4.6545162639783,466446.966604827,0.63199278472498
"118",15,"Ha",FALSE,0.415817232361236,1.83945419056048,0.355795838849478,0.110543701651935
"119",40,"Ha",FALSE,0.176519142594197,2.28936990746091,0.408067969490551,0.000488845007909923
"120",150,"Ha",FALSE,3.00253774566081e-06,4.16926591323306,4262.76437539993,1.26449605500312e-09
"121",15,"H0",TRUE,0.755454916345643,0.649401652252443,0.274327455669264,0.633219760947856
"122",40,"H0",TRUE,0.882025815600131,0.262039448344762,0.172379697053639,0.468530378506404
"123",150,"H0",TRUE,0.753831478910774,-0.243628719590928,0.095461858822865,0.608701496434383
"124",15,"H0",FALSE,0.461419145908117,1.72754674544505,0.336735764256294,0.199389101369515
"125",40,"H0",FALSE,0.241705065419822,1.99252157743483,0.328174688575822,0.00235223686126055
"126",150,"H0",FALSE,0.848843917234436,-0.144658912280058,0.0925909251322428,2.82535241741153e-06
"127",15,"Ha",TRUE,0.00362770527600855,4.91003021119577,12.9472379253161,0.561937838868083
"128",40,"Ha",TRUE,0.018137053927029,4.41714293079151,2.46220519006709,0.251689013154082
"129",150,"Ha",TRUE,0.00227147201704136,2.57736093037609,8.95659643233959,0.602835296497619
"130",15,"Ha",FALSE,0.102956304408531,4.329905031477,0.891854649018569,0.0201065211392682
"131",40,"Ha",FALSE,0.0819555667216814,2.84121303234789,0.72387792866646,0.000863124256066283
"132",150,"Ha",FALSE,1.79944008757943e-07,4.42232359651757,61990.3714829855,1.72786417166217e-07
"133",15,"H0",TRUE,0.53361295790475,1.4485405977673,0.313563483223141,0.520423302377087
"134",40,"H0",TRUE,0.972205162896932,0.0570869727295267,0.170676558726942,0.457708965717748
"135",150,"H0",TRUE,0.199447868732574,-0.93706782077735,0.204604723637024,0.0536268152271435
"136",15,"H0",FALSE,0.943260587718707,-0.178450246378599,0.262963075392335,0.0583571834531573
"137",40,"H0",FALSE,0.336005022096088,1.37683216850621,0.265341147106235,0.0154522032397829
"138",150,"H0",FALSE,0.435065940839969,0.639009421870434,0.122770345175924,1.06690702874157e-07
"139",15,"Ha",TRUE,0.548037411840732,1.55903973413476,0.309740027838926,0.125298869877991
"140",40,"Ha",TRUE,2.35517974068508e-06,8.13138138466427,7668.62140685972,0.830052612835624
"141",150,"Ha",TRUE,6.4466619368296e-09,4.77278205128753,1505266.36182596,0.936345038162873
"142",15,"Ha",FALSE,0.00812977661020864,7.71094183277607,6.60623255234722,0.241477888462394
"143",40,"Ha",FALSE,0.000358108217795151,6.82586830792205,76.5915518312589,0.00239619180910648
"144",150,"Ha",FALSE,2.76355554953725e-05,3.62482651518935,525.749775400747,1.51240338999484e-07
"145",15,"H0",TRUE,0.0461657017900841,4.89043429248584,1.63488468317018,0.283186740795906
"146",40,"H0",TRUE,0.0604289723137988,-3.1348956305041,0.919425571734738,0.650221569843718
"147",150,"H0",TRUE,0.362851212796496,0.761423990656934,0.136733288007467,0.931654457883238
"148",15,"H0",FALSE,0.513964988421087,1.97276620971138,0.319165039187856,0.270857156312758
"149",40,"H0",FALSE,0.25305713771729,-2.01410422521122,0.318252345414075,4.10477784801336e-05
"150",150,"H0",FALSE,0.297849697399779,0.863260064905306,0.155089295530764,1.53566524542716e-07
"151",15,"Ha",TRUE,0.179466398162618,2.58386114024924,0.601167229313905,0.27788770685902
"152",40,"Ha",TRUE,0.205471714121297,2.28046219235818,0.366712885778264,0.815689839151126
"153",150,"Ha",TRUE,0.000831268208715104,2.96946067561832,22.3402284161302,0.345351777209049
"154",15,"Ha",FALSE,0.162046818768044,4.05178358370988,0.645012121683087,0.37804429917614
"155",40,"Ha",FALSE,0.0623736540882653,2.81334963867705,0.896638350705365,0.129382877688137
"156",150,"Ha",FALSE,8.11723005973498e-07,3.94260826820708,14751.6186243612,5.93012229901398e-07
"157",15,"H0",TRUE,0.112586747457793,5.36760840453257,0.835582870785141,0.493507160762854
"158",40,"H0",TRUE,0.215080349593368,-1.89215072874942,0.355304613717097,0.954609693071627
"159",150,"H0",TRUE,0.0493404081582297,-1.66819608386452,0.609878784348521,0.342106190102745
"160",15,"H0",FALSE,0.480269050073146,2.14358933387835,0.329956654620622,0.0277270673653534
"161",40,"H0",FALSE,0.873793867186125,0.294572834431467,0.17264373115141,0.0198784889569799
"162",150,"H0",FALSE,0.794649971599773,0.22051439807151,0.0940344820617693,2.85788859303315e-08
"163",15,"Ha",TRUE,0.0400062153691529,3.96864909913096,1.82770744923256,0.870849107502313
"164",40,"Ha",TRUE,0.00194627144874783,5.24307850477802,16.9191172180579,0.234502659074146
"165",150,"Ha",TRUE,6.50552684122537e-10,5.54654348573196,13697636.2699078,0.425182860645251
"166",15,"Ha",FALSE,0.0296909630534719,6.07258602783938,2.31116810753633,0.0161530992169609
"167",40,"Ha",FALSE,0.0980791323360678,2.31796849932209,0.630383793713857,0.0150209661866637
"168",150,"Ha",FALSE,2.2450929794482e-07,4.84927874946926,50187.7058902783,4.65082796409018e-07
"169",15,"H0",TRUE,0.962504084860346,0.145730635015278,0.262617757416288,0.331081487273599
"170",40,"H0",TRUE,0.204739891825408,2.0699562574656,0.367622906669201,0.154450065178675
"171",150,"H0",TRUE,0.19240762087112,1.00106476122377,0.209981898417036,0.962839978888414
"172",15,"H0",FALSE,0.304983711124669,2.26035205879402,0.42576368294725,0.000717362905852079
"173",40,"H0",FALSE,0.0310423693848411,3.50412096093539,1.5753854942942,0.00124120652162403
"174",150,"H0",FALSE,0.293519152775848,0.830311847989212,0.15659445835245,8.74190714728021e-07
"175",15,"Ha",TRUE,0.00174335993682762,8.37841331589105,24.0702030192715,0.636847997922098
"176",40,"Ha",TRUE,0.0065760716699668,4.41048918060037,5.84315267650108,0.0694030786892403
"177",150,"Ha",TRUE,3.0343153999338e-12,5.29718643021099,2465732038.49057,0.0582489709857479
"178",15,"Ha",FALSE,0.126658229485022,5.09698910357826,0.767549424829856,0.572609907910236
"179",40,"Ha",FALSE,0.00265641957009295,5.63082941389675,12.8667392296337,0.00032196084070682
"180",150,"Ha",FALSE,3.10126710893196e-08,4.71240217176205,333293.63319834,1.28180254633258e-06
"181",15,"H0",TRUE,0.88078396040174,-0.334978356837755,0.265080467881134,0.984978946133739
"182",40,"H0",TRUE,0.170098787579844,1.91298204034705,0.419011631220659,0.881337605563273
"183",150,"H0",TRUE,0.445596172119825,-0.526163154964882,0.121123033411359,0.139250861271263
"184",15,"H0",FALSE,0.472240152825636,1.64206636019005,0.332773950977213,0.0230362960427608
"185",40,"H0",FALSE,0.17156297552962,2.10286417069482,0.416448654241193,0.00187124392633884
"186",150,"H0",FALSE,0.450305199762322,0.595381436511158,0.120412615739688,2.60975301232372e-07
"187",15,"Ha",TRUE,0.169437814277839,3.60997028435117,0.6253976359708,0.426548709458497
"188",40,"Ha",TRUE,0.00587250406539295,4.49590877951171,6.44327859556247,0.9928917974846
"189",150,"Ha",TRUE,9.07925455601192e-09,4.84813022727185,1083227.38808425,0.662305141525076
"190",15,"Ha",FALSE,0.0221677818401495,6.14876771147051,2.91735872304238,0.202952883578642
"191",40,"Ha",FALSE,0.0640647647232968,3.13191418950798,0.877869290382977,0.000823682564703437
"192",150,"Ha",FALSE,1.28317745770209e-06,4.10013157584797,9546.32011205451,2.14610241160657e-07
"193",15,"H0",TRUE,0.375744396116845,1.85012366817414,0.376421875945848,0.806353316366868
"194",40,"H0",TRUE,0.961538909053656,0.0766644530489069,0.170767094652047,0.104221103466424
"195",150,"H0",TRUE,0.839559054223619,-0.176421931599941,0.0928037684373517,0.524599425917746
"196",15,"H0",FALSE,0.720317394112336,1.03146348118377,0.278292589769419,0.0350599600669616
"197",40,"H0",FALSE,0.11294399771081,2.6329641045441,0.566367795212195,0.0722193335045792
"198",150,"H0",FALSE,0.525941128362612,-0.482308321707968,0.110870804454832,1.47073017804618e-07
"199",15,"Ha",TRUE,0.520464308407439,1.84381888995597,0.317259578818684,0.0929459494319909
"200",40,"Ha",TRUE,0.011956063312996,3.38288750995983,3.50120901689582,0.746136796637367
"201",150,"Ha",TRUE,8.05515439774874e-06,4.02210158680106,1677.06060111154,0.292414388133861
"202",15,"Ha",FALSE,0.675314796579704,1.04513685775518,0.28441102992073,0.00224471875933801
"203",40,"Ha",FALSE,0.00904541742274059,4.13081610151923,4.44227957394776,0.00238880093801328
"204",150,"Ha",FALSE,2.03252461230792e-06,3.9344663113414,6169.86009507261,2.19156333742396e-08
"205",15,"H0",TRUE,0.476367720555007,1.92226648780056,0.33131296480813,0.926827094347788
"206",40,"H0",TRUE,0.417161273446006,1.22259123342119,0.233547364126002,0.89046432649262
"207",150,"H0",TRUE,0.431556940411269,-0.602171759643427,0.123338015714577,0.804494073514068
"208",15,"H0",FALSE,0.099581321784165,4.99535925180952,0.913917076833754,0.00183534583398096
"209",40,"H0",FALSE,0.79493368191507,-0.516857918712145,0.176165745262674,0.00981004737835782
"210",150,"H0",FALSE,0.862164413588217,0.145432590560455,0.092309496158654,4.74360784311349e-05
"211",15,"Ha",TRUE,0.124817503499682,3.96274403862503,0.775649757906577,0.826349904715041
"212",40,"Ha",TRUE,0.138121571500106,2.45435824817695,0.48748033908468,0.740773349683896
"213",150,"Ha",TRUE,3.83799775511875e-05,3.67502550245894,386.431621642252,0.388330987776957
"214",15,"Ha",FALSE,0.383298874844356,3.06768272744165,0.372204944414325,0.173206796960311
"215",40,"Ha",FALSE,0.0239824255044539,4.11129878410899,1.9498641109725,0.00534786260956369
"216",150,"Ha",FALSE,1.80406081158108e-07,4.85246389231808,61838.7676641481,2.35339572353356e-06
"217",15,"H0",TRUE,0.12444665296292,-3.10381681807925,0.777308235595943,0.428161191443024
"218",40,"H0",TRUE,0.987424904036049,0.0279514981395078,0.170597938681022,0.423167187374817
"219",150,"H0",TRUE,0.246436889062339,-1.0029664949914,0.176239562900949,0.74915719396841
"220",15,"H0",FALSE,0.0551457570687161,-5.35066116476674,1.42534322603158,0.18804272401453
"221",40,"H0",FALSE,0.659056561951017,-0.540078247306827,0.187183105513409,0.0495653757230596
"222",150,"H0",FALSE,0.605590115474458,0.414761137712622,0.103710458376548,9.08738716418129e-07
"223",15,"Ha",TRUE,0.0316235634601132,5.08811299993583,2.19867383040743,0.476385792691116
"224",40,"Ha",TRUE,0.00398683936328473,5.17949967221223,9.01951567634435,0.00698792758301659
"225",150,"Ha",TRUE,1.64081984348609e-07,4.6831019624321,67700.6242817747,0.546621420754344
"226",15,"Ha",FALSE,0.459188735738217,1.82982354835976,0.337576844480252,0.155427950817237
"227",40,"Ha",FALSE,0.26262100960535,1.7392541334817,0.310525433514533,0.00331069409559241
"228",150,"Ha",FALSE,1.21230085792822e-06,3.91032904777446,10075.6433686885,7.84369311915954e-08
"229",15,"H0",TRUE,0.88243228908223,0.515171921528922,0.265004577313543,0.451131867182623
"230",40,"H0",TRUE,0.850554470909465,-0.273658797515841,0.17349169904976,0.329135935005554
"231",150,"H0",TRUE,0.951252749344987,0.0516732539319403,0.0911170087240344,0.509587205683934
"232",15,"H0",FALSE,0.25355590798809,2.83572633792834,0.477960007927075,0.0079722797210391
"233",40,"H0",FALSE,0.19741281897524,1.91359779556521,0.377082182477329,0.175625135912063
"234",150,"H0",FALSE,0.30279192265513,-0.787569297774251,0.153422661110847,3.86131528157642e-07
"235",15,"Ha",TRUE,0.501367457242861,2.18320632029189,0.323014495487536,0.147276576602436
"236",40,"Ha",TRUE,0.000429732732983879,5.29896674021556,65.0042297299109,0.381785559221448
"237",150,"Ha",TRUE,4.40111164583419e-05,3.43113144334536,339.943490073727,0.470126653139965
"238",15,"Ha",FALSE,0.527219788373992,1.5765173367525,0.315334639586159,0.672909865103068
"239",40,"Ha",FALSE,0.000679534930912399,5.2069323317445,43.1010590605447,0.000363353656655954
"240",150,"Ha",FALSE,2.20665209664818e-05,3.54291925837093,649.418131079942,9.39266244289343e-10
"241",15,"H0",TRUE,0.108538492602962,-3.40923322921894,0.858125298419467,0.0246285179341516
"242",40,"H0",TRUE,0.049730883206657,-3.14165814684048,1.07409660753029,0.781827520877452
"243",150,"H0",TRUE,0.899541775925237,0.108504003480709,0.0916659876983349,0.75607106373155
"244",15,"H0",FALSE,0.0288532026823941,-4.5300431351679,2.36421525119962,0.557790301039896
"245",40,"H0",FALSE,0.792873912425566,-0.492404997518548,0.176283107523679,0.0151396428229061
"246",150,"H0",FALSE,0.888454161410661,-0.112721386255477,0.0918347911354594,7.95762847599546e-08
"247",15,"Ha",TRUE,0.0174689854539152,5.61622323008834,3.53414173179333,0.93461099252602
"248",40,"Ha",TRUE,0.00925073807325833,4.04253509915036,4.3577262276703,0.0924969426189249
"249",150,"Ha",TRUE,7.83899612756552e-08,4.37598202661313,137155.740492375,0.784530166099235
"250",15,"Ha",FALSE,0.0241061288281577,3.52439286590949,2.72803640076381,0.0951841547600891
"251",40,"Ha",FALSE,0.152069362362873,1.99118520685672,0.454320910544937,0.00837619530665415
"252",150,"Ha",FALSE,7.33410934828729e-10,5.39865898293138,12202174.0149365,2.92395865061872e-09
"253",15,"H0",TRUE,0.616502700234648,-0.841841232567541,0.29444771492666,0.520483529364034
"254",40,"H0",TRUE,0.589239612515422,0.914353871245991,0.196039174021183,0.974965740844804
"255",150,"H0",TRUE,0.747638007475361,0.260606091999562,0.0957059919899021,0.256969969354129
"256",15,"H0",FALSE,0.273992123017806,-2.30875175951217,0.45500805115357,0.0151036535542219
"257",40,"H0",FALSE,0.0687152863850237,-2.54429185617077,0.830696521134539,0.0184070457773648
"258",150,"H0",FALSE,0.22637421425934,0.919540981695732,0.186978906429331,8.6722427311114e-09
"259",15,"Ha",TRUE,0.107784947522501,4.12763967351144,0.862491906512045,0.55969795598488
"260",40,"Ha",TRUE,0.067035587350272,3.14205421970909,0.847032980264647,0.227635840655352
"261",150,"Ha",TRUE,0.0012807095811078,2.66418796235922,15.0592007510803,0.951804989472154
"262",15,"Ha",FALSE,0.0261615978708186,3.65178771049451,2.55562268339372,0.599993337696466
"263",40,"Ha",FALSE,0.00500741555798253,3.34730822697892,7.39737645232778,0.000172730554971723
"264",150,"Ha",FALSE,4.05817216737253e-06,3.7094371055033,3205.13991626591,5.63174697322363e-07
"265",15,"H0",TRUE,0.0535089479897696,-3.80944463344973,1.45872613021854,0.803098869931231
"266",40,"H0",TRUE,0.421032021257949,1.59071784211064,0.232339013561592,0.223419723145275
"267",150,"H0",TRUE,0.843110390120098,0.167310570021073,0.0927207240170052,0.766820380165824
"268",15,"H0",FALSE,0.853931387022131,-0.460941526875083,0.266475003449832,0.119632373127449
"269",40,"H0",FALSE,0.0334533712016383,-3.11387562591349,1.48159294477563,0.202825789705933
"270",150,"H0",FALSE,0.811788933323294,0.187635783593326,0.0935245182770806,4.89102801261878e-07
"271",15,"Ha",TRUE,0.348639469177161,2.70367141764938,0.393028291268807,0.872592247874407
"272",40,"Ha",TRUE,0.17776166707229,2.40340844363949,0.406035347090265,0.641754902429181
"273",150,"Ha",TRUE,2.37376585971112e-07,4.19288003012217,47588.5289854416,0.926947845973031
"274",15,"Ha",FALSE,0.911649384980531,0.351783649670787,0.263841431746521,0.00295575385379721
"275",40,"Ha",FALSE,0.000545252975803384,4.39875313129733,52.4946417596903,0.00284117394678839
"276",150,"Ha",FALSE,1.08316825951483e-06,3.8617971597329,11213.5293771703,1.72014504515305e-08
"277",15,"H0",TRUE,0.662127097815145,1.42082192809637,0.286447168962047,0.135319061180149
"278",40,"H0",TRUE,0.033265683376912,-3.00487838348824,1.48843853616265,0.91052067911529
"279",150,"H0",TRUE,0.0844187847768218,1.46571525217979,0.394175728856047,0.914510924964296
"280",15,"H0",FALSE,0.442386246031273,-1.89574505178934,0.34419808769793,0.55670913470134
"281",40,"H0",FALSE,0.497796818040092,1.3419494553519,0.212416093256944,0.017885514401057
"282",150,"H0",FALSE,0.630084018821537,0.393164237117158,0.1019534415149,4.88440456827469e-06
"283",15,"Ha",TRUE,0.00218228389925399,9.06381417452501,19.8885293051492,0.535247575715505
"284",40,"Ha",TRUE,0.000346322381986883,5.81506836703769,78.9351081210939,0.647068455132947
"285",150,"Ha",TRUE,1.61883746287259e-05,3.52823010115437,868.91099870823,0.702571449189708
"286",15,"Ha",FALSE,0.0327606195749707,8.21357631655029,2.13819711697744,0.00700465087560138
"287",40,"Ha",FALSE,0.0347690744786275,3.47236147908592,1.43554341666166,0.0310378856791104
"288",150,"Ha",FALSE,1.69632849070034e-06,3.9385379379206,7324.23861024405,3.94477306433666e-06
"289",15,"H0",TRUE,0.568851773290667,0.843712807904208,0.304617986850737,0.283157656532144
"290",40,"H0",TRUE,0.150139054764134,2.18656588609179,0.458567768915839,0.483773511699129
"291",150,"H0",TRUE,0.774739907687895,0.247023860677502,0.0946921911679416,0.925413692385726
"292",15,"H0",FALSE,0.837357781116902,-0.517860658572775,0.267487756234188,0.00251294068934432
"293",40,"H0",FALSE,0.380635413026905,1.62855383834968,0.246181459136531,0.0120483444074472
"294",150,"H0",FALSE,0.440605670231581,-0.619761640436699,0.12189341442486,8.53361145804561e-06
"295",15,"Ha",TRUE,0.12400738141966,3.6735571004199,0.779284430048041,0.173800377737062
"296",40,"Ha",TRUE,1.64931576366124e-05,7.65549433337659,1266.67424399349,0.75398439499159
"297",150,"Ha",TRUE,0.000318133725769198,3.2659458616394,54.0130335946399,0.393553275491018
"298",15,"Ha",FALSE,0.18466766233412,3.49776708662541,0.589556599672356,0.214678855775203
"299",40,"Ha",FALSE,0.0143941056176906,4.001310711143,2.99148549116579,0.00556212459501213
"300",150,"Ha",FALSE,1.09239798255449e-11,5.60325510411063,712190869.821156,4.20768938778991e-07
"301",15,"H0",TRUE,0.848475136066961,-0.560252114377676,0.266795391134135,0.28714552970539
"302",40,"H0",TRUE,0.870703690079702,-0.260568222427018,0.172747707721646,0.0495164477264186
"303",150,"H0",TRUE,0.637710699296153,0.37775608946217,0.101442746740186,0.725804735291769
"304",15,"H0",FALSE,0.57451984786709,2.14062938792002,0.303299129341289,0.178834946084455
"305",40,"H0",FALSE,0.9086785698291,-0.200705815276095,0.171652002663928,0.0036469223204031
"306",150,"H0",FALSE,0.128977267949761,-1.2349720756043,0.282968327442004,4.68475666817881e-08
"307",15,"Ha",TRUE,0.448762414704453,2.19062692867196,0.341624714011878,0.383733685688439
"308",40,"Ha",TRUE,0.0142799689338116,4.27237506734321,3.01169127454329,0.699239108294491
"309",150,"Ha",TRUE,0.000124707641027407,3.51326867752422,128.644695302662,0.883683025584048
"310",15,"Ha",FALSE,0.223227270573636,3.5639025967595,0.519207364410691,0.404956157245441
"311",40,"Ha",FALSE,0.000377946068832855,6.10525075023761,72.9627763387408,0.00372464554008262
"312",150,"Ha",FALSE,1.45677995664909e-06,4.00710321075936,8462.75555922488,4.47065596402866e-07
"313",15,"H0",TRUE,0.967535479452521,-0.0741057392876524,0.262550857065857,0.539764858475367
"314",40,"H0",TRUE,0.028093421959768,-3.59476320205992,1.71040010735925,0.401396382789919
"315",150,"H0",TRUE,0.586777192111634,-0.442734104616915,0.105189582550173,0.458889202410976
"316",15,"H0",FALSE,0.519621012268119,-1.84309789836461,0.317503814550784,0.229532365205142
"317",40,"H0",FALSE,0.022093069256298,3.3765819270695,2.087651192189,2.74385901425029e-05
"318",150,"H0",FALSE,0.0667079815817675,-1.48371560823766,0.476375418650589,2.64896670497182e-08
"319",15,"Ha",TRUE,0.157939632135908,3.16126964685599,0.656638424390962,0.0600507500667744
"320",40,"Ha",TRUE,0.0538162211733893,3.17545623515504,1.00828924409023,0.528071568785133
"321",150,"Ha",TRUE,6.27884994694708e-08,4.45635733109893,169602.54852544,0.627193923246415
"322",15,"Ha",FALSE,0.342568552857699,3.04016136971538,0.397098714061209,0.0442923421788328
"323",40,"Ha",FALSE,0.00236435203540218,4.94002130200767,14.2536095485178,0.134445756136655
"324",150,"Ha",FALSE,1.02842081692926e-05,3.68986495547007,1331.9820706811,2.39910727599303e-05
"325",15,"H0",TRUE,0.825286965375702,-0.485514278746113,0.268300559161361,0.13498997001032
"326",40,"H0",TRUE,0.928050466608079,-0.152721513374126,0.171242664865301,0.674728050469933
